Name,Platform,Year_of_Release,Genre,Genre_factor,Publisher,NA_Sales,EU_Sales,JP_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,GS_Category
Marvel: Ultimate Alliance 2,Wii,2009,Role-Playing,9,Activision,0.25,0.05,0,0.32,50,8,52,16,n-Space,T,medium
Remember Me,PS3,2013,Action,4,Capcom,0.1,0.17,0,0.32,72,37,74,424,DONTNOD Entertainment,M,medium
Silent Hill: Downpour,X360,2012,Action,4,Konami Digital Entertainment,0.22,0.08,0,0.32,68,38,73,269,Konami,M,medium
Dead Rising 2: Off the Record,PS3,2011,Action,4,Capcom,0.11,0.08,0.1,0.32,72,31,71,35,Capcom Vancouver,M,medium
Dragon Ball: XenoVerse,XOne,2015,Fighting,7,Namco Bandai Games,0.18,0.11,0,0.32,67,18,72,128,Dimps Corporation,T,medium
Eternal Sonata,X360,2007,Role-Playing,9,Atari,0.19,0.04,0.08,0.32,79,56,79,97,Tri-Crescendo,T,medium
Harvest Moon: Back to Nature,PS,1999,Simulation,8,Ubisoft,0.11,0.07,0.12,0.32,82,6,93,78,Victor Interactive Software,E,medium
Dead or Alive 5,X360,2012,Fighting,7,Ubisoft Annecy,0.19,0.08,0.03,0.32,76,39,79,95,Team Ninja,M,medium
Overlord II,X360,2009,Action,4,Codemasters,0.15,0.14,0,0.32,75,60,72,46,Triumph Studios,T,medium
Dance Dance Revolution Universe,X360,2007,Simulation,8,Konami Digital Entertainment,0.3,0,0,0.32,74,26,88,5,Konami,E10+,medium
Batman: Arkham Asylum,PC,2009,Action,4,Eidos Interactive,0,0.28,0,0.32,91,29,87,1736,Rocksteady Studios,T,medium
"Warhammer 40,000: Squad Command",PSP,2007,Strategy,11,THQ,0.11,0.13,0,0.32,67,25,76,26,RedLynx,T,medium
Darkwatch,PS2,2005,Shooter,6,Ubisoft,0.16,0.12,0,0.32,74,37,84,42,High Moon Studios,M,medium
Tony Hawk's American Wasteland,X360,2005,Sports,0,Activision,0.28,0.01,0,0.32,75,43,72,21,Neversoft Entertainment,T,medium
Beautiful Katamari,X360,2007,Puzzle,5,Namco Bandai Games,0.14,0.02,0.15,0.32,73,52,70,40,Now Production,E,medium
Prince of Persia: The Sands of Time,GC,2003,Action,4,Ubisoft,0.25,0.06,0,0.32,92,33,84,41,Ubisoft,T,medium
Harry Potter and the Deathly Hallows - Part 2,PS3,2011,Action,4,Electronic Arts,0.14,0.13,0,0.32,43,21,57,27,EA Bright Light,T,medium
Sky Odyssey,PS2,2000,Simulation,8,Sony Computer Entertainment,0.16,0.12,0,0.32,79,18,84,9,CAProduction,E,medium
World of Warcraft: Legion,PC,2016,Role-Playing,9,Activision,0.13,0.16,0,0.32,88,62,75,535,Blizzard Entertainment,T,medium
Hatsune Miku: Project Diva F 2nd,PSV,2014,Misc,3,Sega,0.08,0.05,0.16,0.32,81,8,84,69,Sega,T,medium
Bleach: Shattered Blade,Wii,2006,Fighting,7,Sega,0.21,0.01,0.08,0.32,58,30,75,24,Polygon Magic,T,medium
FIFA Street 3,PS3,2008,Sports,0,Electronic Arts,0.08,0.18,0,0.32,63,37,69,19,EA Canada,E,medium
FIFA 2001 Major League Soccer,PS,2000,Sports,0,Electronic Arts,0.18,0.12,0,0.32,85,10,78,5,EA Sports,E,medium
Operation Flashpoint: Red River,PS3,2011,Shooter,6,Codemasters,0.06,0.14,0.07,0.32,67,36,63,18,Codemasters,M,medium
DiRT 2,PSP,2009,Racing,1,Sony Computer Entertainment,0.09,0.15,0,0.32,55,13,57,10,Codemasters,E10+,medium
Frogger's Adventures: The Rescue,PS2,2003,Platform,2,Konami Digital Entertainment,0.16,0.12,0,0.32,59,12,85,6,Konami,E,medium
Silent Hill HD Collection,PS3,2012,Action,4,Konami Digital Entertainment,0.15,0.1,0.03,0.32,70,33,48,136,Hijinx Studios,M,medium
Karaoke Revolution Volume 3,PS2,2004,Misc,3,Konami Digital Entertainment,0.16,0.12,0,0.32,82,25,78,10,Harmonix Music Systems,E,medium
Army of Two: The 40th Day,PSP,2010,Shooter,6,Electronic Arts,0.12,0.13,0,0.32,49,11,60,32,"Buzz Monkey, EA Montreal",M,medium
Persona 4: Dancing All Night,PSV,2015,Misc,3,Nippon Ichi Software,0.09,0.04,0.15,0.32,76,51,86,83,"Atlus, Dingo Inc.",T,medium
Ultimate Fighting Championship: Throwdown,PS2,2002,Fighting,7,Ubisoft,0.16,0.12,0,0.32,68,19,80,8,Opus,T,medium
Disney's Extreme Skate Adventure,PS2,2003,Sports,0,Activision,0.16,0.12,0,0.32,78,15,83,12,Toys for Bob,E,medium
Prey,X360,2006,Shooter,6,Take-Two Interactive,0.27,0.03,0,0.32,79,80,73,117,Venom Games,M,medium
Shaun White Snowboarding,PSP,2008,Sports,0,Ubisoft,0.26,0.03,0,0.32,70,5,75,4,Ubisoft,E10+,medium
Folklore,PS3,2007,Role-Playing,9,Sony Computer Entertainment,0.2,0.04,0.05,0.32,75,55,82,145,"Game Republic, JapanStudio",T,medium
Murdered: Soul Suspect,PS4,2014,Action,4,Square Enix,0.09,0.16,0.02,0.32,59,60,69,310,Airtight Games,M,medium
The Darkness II,PS3,2012,Shooter,6,Take-Two Interactive,0.14,0.13,0,0.32,79,28,76,127,Digital Extremes,M,medium
NBA 2K3,XB,2002,Sports,0,Sega,0.24,0.07,0,0.32,87,15,79,9,Visual Concepts,E,medium
NFL Fever 2004,XB,2003,Sports,0,Microsoft Game Studios,0.24,0.07,0,0.32,74,29,88,16,Microsoft Game Studios,E,medium
FIFA Street 3,X360,2008,Sports,0,Electronic Arts,0.14,0.14,0,0.32,63,48,69,18,EA Canada,E,medium
Test Drive Unlimited,X360,2006,Racing,1,Atari,0.23,0.04,0.02,0.32,82,69,80,86,Eden Studios,E10+,medium
Marvel Nemesis: Rise of the Imperfects,PSP,2005,Fighting,7,Electronic Arts,0.29,0,0,0.32,58,15,87,30,EA Canada,T,medium
Kingdom Under Fire: The Crusaders,XB,2004,Strategy,11,Deep Silver,0.24,0.07,0,0.32,81,50,79,31,Phantagram,M,medium
Clive Barker's Jericho,X360,2007,Shooter,6,Codemasters,0.28,0.01,0,0.32,63,46,74,70,"Mercury Steam, Alchemic Productions",M,medium
Romance of the Three Kingdoms VII,PS2,2000,Strategy,11,Tecmo Koei,0.08,0.06,0.16,0.32,72,10,87,11,Koei,E,medium
Fable III,PC,2011,Role-Playing,9,Microsoft Game Studios,0.1,0.17,0,0.32,75,39,54,555,Lionhead Studios,M,medium
"Monsters, Inc.",PS2,2002,Adventure,10,Sony Computer Entertainment,0.15,0.12,0,0.32,52,15,72,10,Artificial Mind and Movement,E,medium
DJ Hero,PS2,2009,Misc,3,Activision,0.1,0.02,0,0.32,87,4,64,5,FreeStyleGames,T,medium
Lord of Arcana,PSP,2010,Role-Playing,9,Square Enix,0.07,0.04,0.17,0.32,53,45,55,21,Access Games,M,medium
Phineas and Ferb: Across the 2nd Dimension,PS3,2011,Action,4,Disney Interactive Studios,0.15,0.11,0,0.32,63,13,66,9,High Impact Games,E10+,medium
Tekken 6,PSP,2009,Fighting,7,Namco Bandai Games,0.15,0.03,0.1,0.32,82,39,82,68,"Namco Bandai Games America, Namco Bandai Games",T,medium
Dynasty Warriors 4 Empires,PS2,2004,Action,4,Tecmo Koei,0,0,0.32,0.32,71,29,88,19,Omega Force,T,medium
Shenmue II,XB,2002,Adventure,10,Microsoft Game Studios,0.22,0.08,0,0.32,80,31,93,96,Sega AM2,T,medium
Crash of the Titans,X360,2007,Action,4,Vivendi Games,0.27,0.02,0,0.32,65,25,63,39,Radical Entertainment,E10+,medium
Rugby World Cup 2011,PS3,2011,Sports,0,505 Games,0,0.24,0,0.32,50,12,56,7,HB Studios Multimedia,E,medium
F1 Race Stars,PS3,2012,Racing,1,Codemasters,0.06,0.19,0,0.32,61,27,56,34,Codemasters,E,medium
Overlord II,PS3,2009,Action,4,Codemasters,0.11,0.15,0,0.32,72,42,76,24,Triumph Studios,T,medium
BlazBlue: Continuum Shift,X360,2010,Fighting,7,PQube,0.23,0.04,0.02,0.31,85,32,87,26,Arc System Works,T,medium
MLB 07: The Show,PS3,2007,Sports,0,Sony Computer Entertainment,0.29,0,0,0.31,77,30,75,17,SCEA San Diego Studios,E,medium
Crash Nitro Kart,XB,2003,Racing,1,Vivendi Games,0.24,0.07,0,0.31,70,14,89,16,Vicarious Visions,E,medium
Etrian Odyssey III: The Drowned City,DS,2010,Role-Playing,9,Atlus,0.12,0,0.19,0.31,77,23,80,21,Atlus,E10+,medium
Batman: Arkham Origins,PC,2013,Action,4,Warner Bros. Interactive Entertainment,0.13,0.16,0,0.31,74,17,75,1170,Iron Galaxy Studios,T,medium
Harry Potter and the Half-Blood Prince,X360,2009,Action,4,Electronic Arts,0.17,0.11,0,0.31,64,38,68,11,EA Bright Light,E10+,medium
Fishing Master,Wii,2007,Misc,3,Konami Digital Entertainment,0.29,0,0,0.31,58,9,81,9,Hudson Soft,E,medium
Madden NFL 2004,GBA,2003,Sports,0,Electronic Arts,0.22,0.08,0,0.31,70,9,66,5,BudCat,E,medium
NBA Inside Drive 2003,XB,2002,Sports,0,Microsoft Game Studios,0.23,0.07,0,0.31,72,21,78,12,High Voltage Software,E,medium
FIFA Street,PS2,2005,Sports,0,Electronic Arts,0.15,0.12,0,0.31,59,29,79,52,EA Canada,E,medium
Monster Lab,Wii,2008,Role-Playing,9,Eidos Interactive,0.27,0.02,0,0.31,73,11,84,14,Backbone Entertainment,E10+,medium
Fate/Extra,PSP,2010,Role-Playing,9,Marvelous Interactive,0.18,0.01,0.1,0.31,58,10,81,39,"Image Epoch, Imageepoch",T,medium
Drakengard 3,PS3,2013,Role-Playing,9,Square Enix,0.1,0,0.19,0.31,61,33,77,237,Access Games,M,medium
Catherine,X360,2011,Adventure,10,Deep Silver,0.2,0.06,0.03,0.31,82,39,79,153,Atlus,M,medium
The Matrix: Path of Neo,XB,2005,Action,4,Atari,0.23,0.07,0,0.31,73,39,73,20,Shiny Entertainment,T,medium
Bust-A-Move Universe,3DS,2011,Puzzle,5,Square Enix,0.08,0.15,0.06,0.31,49,30,48,13,Arika,E,medium
Mortal Kombat: Shaolin Monks,XB,2005,Action,4,Midway Games,0.23,0.07,0,0.31,78,37,66,19,Midway Studios - Los Angeles,M,medium
Batman: Arkham Origins,WiiU,2013,Action,4,Warner Bros. Interactive Entertainment,0.19,0.09,0,0.31,68,5,74,127,Human Head Studios,T,medium
Shin Megami Tensei: Devil Survivor 2,DS,2011,Role-Playing,9,Ghostlight,0.16,0.01,0.12,0.31,79,21,88,45,Atlus,T,medium
Sonic Boom: Rise of Lyric,WiiU,2014,Action,4,Sega,0.19,0.09,0,0.31,32,28,36,587,Big Red Button Entertainment,E10+,medium
The Settlers 7: Paths to a Kingdom,PC,2010,Strategy,11,Ubisoft,0,0.27,0,0.31,79,33,52,213,Blue Byte,E10+,medium
WipEout Pulse,PSP,2007,Racing,1,Sony Computer Entertainment,0.13,0.12,0,0.31,82,40,86,31,Studio Liverpool,E10+,medium
The Legend of Spyro: Dawn of the Dragon,X360,2008,Platform,2,Vivendi Games,0.16,0.12,0,0.31,62,35,72,26,Etranges Libellules,E10+,medium
Fuel,X360,2009,Racing,1,Codemasters,0.09,0.18,0,0.31,66,45,70,45,Asobo Studio,E,medium
Tropico 5,PS4,2015,Simulation,8,Kalypso Media,0.06,0.16,0.06,0.31,76,17,71,110,Haemimont,T,medium
KISS Pinball,PS,2001,Action,4,Take-Two Interactive,0.17,0.12,0,0.31,26,7,38,8,Wildfire Studios,T,medium
Brothers In Arms: Earned in Blood,XB,2005,Shooter,6,Ubisoft,0.23,0.07,0,0.31,85,41,86,25,Gearbox Software,M,medium
LEGO Legends of Chima: Laval's Journey,3DS,2013,Adventure,10,Warner Bros. Interactive Entertainment,0.18,0.1,0,0.31,65,5,36,7,TT Games,E10+,medium
Skylanders: SuperChargers,PS4,2015,Action,4,Activision,0.17,0.08,0,0.31,81,51,33,29,Vicarious Visions,E10+,medium
Dark Void,X360,2010,Action,4,Capcom,0.19,0.09,0,0.31,59,69,60,61,Airtight Games,T,medium
Manhunt 2,PSP,2007,Action,4,Take-Two Interactive,0.04,0.17,0,0.31,69,15,81,38,Rockstar London,M,medium
Mega Man Maverick Hunter X,PSP,2005,Platform,2,Capcom,0.27,0.01,0,0.31,79,34,83,44,Capcom,E10+,medium
Clash of the Titans,PS3,2010,Action,4,Namco Bandai Games,0.09,0.15,0.01,0.31,41,28,17,17,Game Republic,T,medium
Mega Man Battle Network 2,GBA,2002,Action,4,Ubisoft,0.22,0.08,0,0.31,81,15,90,21,Capcom,E,medium
Major League Baseball 2K8,PS3,2008,Sports,0,Bethesda Softworks,0.28,0,0,0.31,67,23,56,8,Kush Games,E,medium
Pandora's Tower,Wii,2011,Role-Playing,9,Nintendo,0.11,0.1,0.08,0.31,73,48,80,99,Ganbarion,T,medium
SimAnimals,Wii,2009,Simulation,8,Electronic Arts,0.14,0.13,0,0.31,58,13,21,35,Electronic Arts,E,medium
Tiger Woods PGA Tour 06,X360,2005,Sports,0,Electronic Arts,0.28,0,0,0.31,71,36,74,8,EA Sports,E,medium
Jonah Lomu Rugby Challenge,X360,2011,Sports,0,Home Entertainment Suppliers,0.09,0.19,0,0.31,73,14,60,8,Sidhe Interactive,E,medium
Midway Arcade Treasures 2,XB,2004,Misc,3,Midway Games,0.24,0.05,0,0.31,74,38,74,7,Backbone Entertainment,M,medium
NASCAR Thunder 2003,GC,2002,Racing,1,Electronic Arts,0.24,0.06,0,0.31,85,12,66,5,EA Sports,E,medium
Mega Man Zero Collection,DS,2010,Platform,2,Capcom,0.17,0.01,0.11,0.31,78,15,89,39,"Inti, Inti Creates",E,medium
Pro Evolution Soccer 2013,X360,2012,Sports,0,Konami Digital Entertainment,0.08,0.2,0,0.31,82,33,69,77,Konami,E,medium
Star Wars Racer Revenge,PS2,2002,Racing,1,LucasArts,0.15,0.12,0,0.31,73,34,85,11,Rainbow Studios,E,medium
NCAA Final Four 2002,PS2,2001,Sports,0,Sony Computer Entertainment,0.15,0.12,0,0.31,52,14,65,8,989 Sports,E,medium
Blade II,PS2,2002,Action,4,Activision,0.15,0.12,0,0.31,49,21,61,14,Mucky Foot Productions,M,medium
TRON: Evolution,X360,2010,Action,4,Disney Interactive Studios,0.24,0.05,0,0.31,58,51,60,41,Propaganda Games,T,medium
Bruce Lee: Quest of the Dragon,XB,2002,Fighting,7,Universal Interactive,0.23,0.07,0,0.31,32,24,24,10,Ronin Entertainment,T,medium
Disney's The Emperor's New Groove,PS,2000,Platform,2,Sony Computer Entertainment,0.17,0.12,0,0.31,66,8,72,6,Disney Interactive,E,medium
Dragon Ball Z: Battle of Z,PS3,2014,Fighting,7,Namco Bandai Games,0.1,0.1,0.06,0.31,54,32,53,103,Artdink,T,medium
Disney's Stitch: Experiment 626,PS2,2002,Action,4,Sony Computer Entertainment,0.15,0.12,0,0.31,59,17,78,4,High Voltage Software,E,medium
Orphen: Scion of Sorcery,PS2,2000,Role-Playing,9,Activision,0.15,0.12,0,0.31,54,15,58,8,Shade,T,medium
NBA Live 08,PSP,2007,Sports,0,Electronic Arts,0.28,0,0,0.31,73,11,62,5,EA Canada,E,medium
Star Wars Episode III: Revenge of the Sith,DS,2005,Action,4,Ubisoft,0.25,0.03,0,0.3,73,22,78,19,Ubisoft,E10+,medium
Ultimate Spider-Man,GBA,2005,Action,4,Activision,0.22,0.08,0,0.3,62,4,73,12,Vicarious Visions,E10+,medium
Midtown Madness 3,XB,2003,Racing,1,Microsoft Game Studios,0.23,0.07,0,0.3,76,41,83,30,Digital Illusions,E,medium
Shrek Swamp Kart Speedway,GBA,2002,Racing,1,TDK Mediactive,0.22,0.08,0,0.3,27,5,89,19,Prolific,E,medium
Contra 4,DS,2007,Shooter,6,Konami Digital Entertainment,0.28,0,0.01,0.3,83,38,84,45,WayForward,T,medium
Spyro: Attack of the Rhynocs,GBA,2003,Platform,2,Universal Interactive,0.22,0.08,0,0.3,72,13,75,15,Digital Eclipse,E,medium
Monsters vs. Aliens,PS3,2009,Action,4,Activision,0.21,0.05,0,0.3,66,18,45,4,Beenox,E10+,medium
NASCAR 2011: The Game,X360,2011,Racing,1,Activision,0.29,0,0,0.3,62,24,41,14,Eutechnyx,E,medium
BlazBlue: Chrono Phantasma,PS3,2013,Fighting,7,Arc System Works,0.14,0,0.14,0.3,83,16,83,64,Arc System Works,T,medium
Kingdoms of Amalur: Reckoning,PC,2012,Role-Playing,9,Electronic Arts,0.14,0.13,0,0.3,81,25,66,1097,Big Huge Games,M,medium
Mario Party: Star Rush,3DS,2016,Misc,3,Nintendo,0.08,0.13,0.08,0.3,68,37,68,16,"Nintendo, Nd Cube",E,medium
Burnout,GC,2002,Racing,1,Acclaim Entertainment,0.23,0.06,0,0.3,78,18,79,18,Criterion Games,E,medium
Chaos Legion,PS2,2003,Action,4,Capcom,0.15,0.12,0,0.3,65,34,82,58,Capcom,T,medium
Charlie and the Chocolate Factory,GBA,2005,Adventure,10,Global Star,0.22,0.08,0,0.3,36,5,38,6,"High Voltage Software, Backbone Entertainment",E,medium
Neopets: The Darkest Faerie,PS2,2005,Adventure,10,Sony Computer Entertainment,0.15,0.12,0,0.3,61,18,85,30,Idol Minds,E10+,medium
Naruto Shippuden: Ultimate Ninja Storm 4,XOne,2016,Fighting,7,Namco Bandai Games,0.21,0.07,0,0.3,81,11,85,51,CyberConnect2,T,medium
Batman: Arkham VR,PS4,2016,Action,4,Warner Bros. Interactive Entertainment,0.25,0,0,0.3,75,59,73,89,Rocksteady Studios,M,medium
24: The Game,PS2,2006,Adventure,10,Sony Computer Entertainment,0.15,0.12,0,0.3,62,53,82,40,SCE Studio Cambridge,M,medium
The King of Fighters XIII,PS3,2011,Fighting,7,Rising Star Games,0.17,0.06,0.04,0.3,77,26,82,76,SNK Playmore,T,medium
Tom Clancy's Splinter Cell 3D,3DS,2011,Action,4,Ubisoft,0.14,0.07,0.07,0.3,53,32,55,26,Ubisoft,T,medium
Magna Carta 2,X360,2009,Role-Playing,9,Banpresto,0.13,0.07,0.07,0.3,69,49,70,57,"Banpresto, SoftMax",T,medium
Romance of the Three Kingdoms VIII,PS2,2002,Strategy,11,Tecmo Koei,0.05,0.04,0.19,0.3,77,14,89,17,Koei,E,medium
F1 2013,X360,2013,Racing,1,Codemasters,0.01,0.27,0,0.3,79,29,66,33,Codemasters,E,medium
Crazy Taxi: Catch a Ride,GBA,2003,Racing,1,THQ,0.21,0.08,0,0.3,48,14,59,8,Graphic State,E,medium
Final Fantasy XI: Wings of the Goddess,X360,2007,Role-Playing,9,Square Enix,0.26,0,0.02,0.3,63,4,58,5,Square Enix,T,medium
PowerUp Heroes,X360,2011,Fighting,7,Ubisoft,0.18,0.09,0,0.3,61,13,75,10,Ubisoft,E10+,medium
Rayman 2: Revolution,PS2,2000,Platform,2,Ubisoft,0.15,0.11,0,0.3,90,16,82,42,Ubisoft,E,medium
Madden NFL 13,PSV,2012,Sports,0,Electronic Arts,0.28,0,0,0.3,63,6,73,38,EA Tiburon,E,medium
Army Men: Air Attack 2,PS,2000,Action,4,3DO,0.17,0.11,0,0.3,74,8,53,4,3DO,T,medium
Stranglehold,PS3,2007,Shooter,6,Midway Games,0.24,0.02,0,0.3,77,22,79,48,Midway,M,medium
Pride FC: Fighting Championships,PS2,2003,Fighting,7,THQ,0.15,0.11,0,0.3,73,19,86,7,Anchor,M,medium
Eternal Ring,PS2,2000,Role-Playing,9,Ubisoft,0.1,0.07,0.1,0.3,62,13,53,9,From Software,T,medium
Resident Evil Archives: Resident Evil,Wii,2008,Action,4,Capcom,0.16,0.04,0.08,0.3,76,11,89,41,Capcom,M,medium
Dynasty Warriors 6,X360,2007,Action,4,Tecmo Koei,0.15,0.06,0.06,0.3,60,42,74,22,Omega Force,T,medium
Silent Hill: Shattered Memories,PSP,2010,Action,4,Konami Digital Entertainment,0.09,0.13,0.01,0.3,73,28,75,43,"Climax Group, Climax Studios",M,medium
Dance Dance Revolution Universe 3,X360,2008,Simulation,8,Konami Digital Entertainment,0.28,0,0,0.3,65,6,77,7,Konami,E,medium
Showdown: Legends of Wrestling,PS2,2004,Fighting,7,Acclaim Entertainment,0.15,0.11,0,0.3,55,24,61,7,Acclaim,T,medium
Sword Art Online: Hollow Fragment,PSV,2014,Role-Playing,9,Namco Bandai Games,0,0,0.3,0.3,67,28,76,131,Bandai Namco Games,T,medium
Full Spectrum Warrior,PS2,2005,Strategy,11,THQ,0.15,0.11,0,0.3,74,24,80,13,Pandemic Studios,M,medium
The Sims 2: Pets,PS2,2006,Simulation,8,Electronic Arts,0.02,0.01,0,0.3,68,27,80,25,Maxis,T,medium
Fist of the North Star: Ken's Rage 2,PS3,2012,Fighting,7,Tecmo Koei,0,0,0.3,0.3,49,19,70,19,"Koei, Omega Force",M,medium
MLB SlugFest Loaded,PS2,2004,Sports,0,Midway Games,0.14,0.11,0,0.3,77,30,95,4,Point of View,T,medium
Teenage Mutant Ninja Turtles,XB,2003,Action,4,Konami Digital Entertainment,0.22,0.06,0,0.3,56,22,84,9,Konami,E,medium
Capcom Classics Collection Remixed,PSP,2006,Misc,3,Capcom,0.27,0,0,0.3,72,37,70,5,Digital Eclipse,T,medium
1701 A.D.,PC,2006,Simulation,8,Deep Silver,0,0.25,0,0.3,79,30,83,38,Related Designs,E10+,medium
Lego Star Wars: The Force Awakens,XOne,2016,Action,4,Warner Bros. Interactive Entertainment,0.14,0.13,0,0.3,76,11,70,18,TT Games,E10+,medium
Little Deviants,PSV,2011,Platform,2,Sony Computer Entertainment,0.14,0.12,0,0.3,57,62,55,53,Bigbig Studios,E10+,medium
Spider-Man 3,PSP,2007,Platform,2,Activision,0.01,0.23,0,0.3,52,7,74,9,Treyarch,T,medium
Radiant Historia,DS,2010,Role-Playing,9,Atlus,0.19,0,0.09,0.29,85,30,90,81,Atlus,E10+,medium
Sorcery,PS3,2012,Action,4,Sony Computer Entertainment,0.14,0.11,0,0.29,70,52,73,57,The Workshop,E10+,medium
Harry Potter and the Order of the Phoenix,X360,2007,Action,4,Electronic Arts,0.24,0.03,0,0.29,68,38,68,20,EA Games,E10+,medium
Grandia II,PS2,2002,Role-Playing,9,Ubisoft,0.14,0.11,0,0.29,71,19,86,31,Game Arts,T,medium
Shaun White Snowboarding: World Stage,Wii,2009,Sports,0,Ubisoft,0.24,0.03,0,0.29,72,33,87,30,Ubisoft,E,medium
Spider-Man: Friend or Foe,X360,2007,Action,4,Activision,0.26,0.01,0,0.29,60,51,63,26,Next Level Games,E10+,medium
Guitar Hero: Van Halen,X360,2009,Misc,3,Activision,0.16,0.1,0,0.29,57,34,58,17,"Neversoft Entertainment, Underground Development",T,medium
Batman: The Brave and the Bold the Videogame,DS,2010,Action,4,Warner Bros. Interactive Entertainment,0.23,0.04,0,0.29,74,14,80,8,WayForward,E10+,medium
The Sims 2,PC,2004,Simulation,8,Electronic Arts,0.02,0.24,0,0.29,90,61,88,676,Maxis,T,medium
Need for Speed Underground,GBA,2003,Racing,1,Electronic Arts,0.21,0.08,0,0.29,77,9,82,25,Pocketeers,E,medium
Def Jam Rapstar,X360,2010,Misc,3,Konami Digital Entertainment,0.25,0.02,0,0.29,74,36,54,9,"Terminal Reality, 4mm Games",T,medium
Outlaw Golf,XB,2002,Sports,0,TDK Mediactive,0.22,0.06,0,0.29,72,23,69,9,Simon & Schuster,T,medium
MySims SkyHeroes,Wii,2010,Action,4,Electronic Arts,0.16,0.1,0,0.29,67,9,52,5,Electronic Arts,E10+,medium
Mini Ninjas,X360,2009,Action,4,Eidos Interactive,0.12,0.14,0,0.29,73,44,84,38,Io Interactive,E10+,medium
NBA Street V3,GC,2005,Sports,0,Electronic Arts,0.23,0.06,0,0.29,88,36,84,16,EA Canada,E,medium
WinBack: Covert Operations,PS2,2000,Shooter,6,Midas Interactive Entertainment,0.14,0.11,0,0.29,66,11,77,20,Omega Force,T,medium
Syphon Filter: Dark Mirror,PSP,2006,Shooter,6,Sony Computer Entertainment,0.26,0.01,0,0.29,87,58,90,118,Sony Bend,M,medium
Glory of Heracles,DS,2008,Role-Playing,9,Nintendo,0.19,0,0.08,0.29,69,23,73,18,Paon Corporation,E10+,medium
Up,X360,2009,Action,4,THQ,0.2,0.07,0,0.29,61,18,68,6,Heavy Iron Studios,E10+,medium
Modnation Racers: Road Trip,PSV,2012,Racing,1,Sony Computer Entertainment,0.15,0.09,0,0.29,62,51,64,69,SCEA,E,medium
NBA Live 06,X360,2005,Sports,0,Electronic Arts,0.27,0,0,0.29,64,35,56,16,EA Canada,E,medium
ExerBeat,Wii,2010,Sports,0,Namco Bandai Games,0.1,0.16,0,0.29,60,9,76,5,Namco Bandai Games,E,medium
Need for Speed: Most Wanted,PC,2005,Racing,1,Electronic Arts,0.02,0.23,0,0.29,82,19,85,525,Black Box,T,medium
Front Mission Evolved,PS3,2010,Shooter,6,Square Enix,0.09,0.06,0.11,0.29,58,42,60,30,Double Helix Games,T,medium
Ultimate Marvel vs. Capcom 3,PSV,2011,Fighting,7,Capcom,0.17,0.08,0,0.29,80,48,77,93,Capcom,T,medium
Little King's Story,Wii,2009,Strategy,11,Rising Star Games,0.14,0.1,0.02,0.29,87,50,88,86,Cing,T,medium
Dynasty Warriors: Strikeforce,PS3,2009,Action,4,Tecmo Koei,0.11,0.07,0.07,0.29,64,27,73,15,Omega Force,T,medium
NieR,X360,2010,Role-Playing,9,Square Enix,0.13,0.1,0.04,0.29,67,60,83,126,Cavia Inc.,M,medium
Zoo Tycoon 2 DS,DS,2008,Strategy,11,THQ,0.24,0.03,0,0.29,60,17,54,7,Altron,E,medium
Area 51,XB,2005,Shooter,6,Midway Games,0.22,0.06,0,0.29,72,43,81,16,Midway Studios - Austin,M,medium
Deadpool,PS4,2015,Action,4,Activision,0.14,0.11,0,0.29,60,11,57,68,High Moon Studios,M,medium
UEFA Euro 2016,PS4,2016,Sports,0,Konami Digital Entertainment,0,0.22,0.04,0.29,72,7,66,8,Konami,E,medium
Wanted: Weapons of Fate,PS3,2009,Shooter,6,Warner Bros. Interactive Entertainment,0.14,0.1,0.01,0.29,61,56,71,25,GRIN,M,medium
Mega Man X8,PS2,2004,Platform,2,Capcom,0.14,0.11,0,0.29,68,23,85,63,"Valuewave Co.,Ltd.",E,medium
The Chronicles of Riddick: Assault on Dark Athena,X360,2009,Shooter,6,Atari,0.16,0.1,0,0.29,82,67,82,73,Starbreeze,M,medium
Ford Mustang: The Legend Lives,PS2,2005,Racing,1,Take-Two Interactive,0.14,0.11,0,0.29,58,5,73,8,Eutechnyx,E,medium
FlatOut: Head On,PSP,2008,Racing,1,Empire Interactive,0.13,0.1,0,0.29,74,28,82,21,Bugbear,T,medium
Duel Masters: Sempai Legends,GBA,2003,Misc,3,Atari,0.21,0.08,0,0.29,69,19,80,5,Mistic Software,E,medium
Harvest Moon: Magical Melody,Wii,2008,Simulation,8,Rising Star Games,0.23,0.03,0,0.29,69,14,88,17,Marvelous Entertainment,E,medium
Heroes of the Pacific,PS2,2005,Simulation,8,Codemasters,0.14,0.11,0,0.29,76,31,84,15,IR Gurus,T,medium
Prince of Persia: Rival Swords,Wii,2007,Action,4,Ubisoft,0.24,0.02,0,0.29,70,30,77,21,Ubisoft Montreal,T,medium
The Lord of the Rings: The Third Age,GC,2004,Role-Playing,9,Electronic Arts,0.22,0.06,0,0.29,74,25,78,19,EA Games,T,medium
Trace Memory,DS,2005,Adventure,10,Nintendo,0.15,0.01,0.12,0.29,70,51,81,42,Cing,T,medium
X-Men Legends II: Rise of Apocalypse,PSP,2005,Role-Playing,9,Activision,0.25,0.01,0,0.29,84,30,82,43,Vicarious Visions,T,medium
